ID,GEO_R,GEO_V,GEO_X,RAD,MAT,FC,SHTK,BF
18498,1,0,0,30,1.075,0.11,0.95,300000.0
18499,1,0,0,30,1.075,0.12,0.95,300000.0
18500,1,0,0,30,1.075,0.13,0.95,300000.0
18501,1,0,0,30,1.075,0.14,0.95,300000.0
18502,1,0,0,30,1.075,0.15,0.95,300000.0
18503,1,0,0,30,1.1,0.05,0.95,300000.0
18504,1,0,0,30,1.1,0.06,0.95,300000.0
18505,1,0,0,30,1.1,0.07,0.95,300000.0
18506,1,0,0,30,1.1,0.08,0.95,300000.0
18507,1,0,0,30,1.1,0.09,0.95,300000.0
18508,1,0,0,30,1.1,0.1,0.95,300000.0
18509,1,0,0,30,1.1,0.11,0.95,300000.0
18510,1,0,0,30,1.1,0.12,0.95,300000.0
18511,1,0,0,30,1.1,0.13,0.95,300000.0
18512,1,0,0,30,1.1,0.14,0.95,300000.0
18513,1,0,0,30,1.1,0.15,0.95,300000.0
18514,1,0,0,30,0.9,0.05,0.96,300000.0
18515,1,0,0,30,0.9,0.06,0.96,300000.0
18516,1,0,0,30,0.9,0.07,0.96,300000.0
18517,1,0,0,30,0.9,0.08,0.96,300000.0
18518,1,0,0,30,0.9,0.09,0.96,300000.0
18519,1,0,0,30,0.9,0.1,0.96,300000.0
18520,1,0,0,30,0.9,0.11,0.96,300000.0
18521,1,0,0,30,0.9,0.12,0.96,300000.0
18522,1,0,0,30,0.9,0.13,0.96,300000.0
18523,1,0,0,30,0.9,0.14,0.96,300000.0
18524,1,0,0,30,0.9,0.15,0.96,300000.0
18525,1,0,0,30,0.925,0.05,0.96,300000.0
18526,1,0,0,30,0.925,0.06,0.96,300000.0
18527,1,0,0,30,0.925,0.07,0.96,300000.0
18528,1,0,0,30,0.925,0.08,0.96,300000.0
18529,1,0,0,30,0.925,0.09,0.96,300000.0
18530,1,0,0,30,0.925,0.1,0.96,300000.0
18531,1,0,0,30,0.925,0.11,0.96,300000.0
18532,1,0,0,30,0.925,0.12,0.96,300000.0
18533,1,0,0,30,0.925,0.13,0.96,300000.0
18534,1,0,0,30,0.925,0.14,0.96,300000.0
18535,1,0,0,30,0.925,0.15,0.96,300000.0
18536,1,0,0,30,0.95,0.05,0.96,300000.0
18537,1,0,0,30,0.95,0.06,0.96,300000.0
18538,1,0,0,30,0.95,0.07,0.96,300000.0
18539,1,0,0,30,0.95,0.08,0.96,300000.0
18540,1,0,0,30,0.95,0.09,0.96,300000.0
18541,1,0,0,30,0.95,0.1,0.96,300000.0
18542,1,0,0,30,0.95,0.11,0.96,300000.0
18543,1,0,0,30,0.95,0.12,0.96,300000.0
18544,1,0,0,30,0.95,0.13,0.96,300000.0
18545,1,0,0,30,0.95,0.14,0.96,300000.0
18546,1,0,0,30,0.95,0.15,0.96,300000.0
18547,1,0,0,30,0.975,0.05,0.96,300000.0
18548,1,0,0,30,0.975,0.06,0.96,300000.0
18549,1,0,0,30,0.975,0.07,0.96,300000.0
18550,1,0,0,30,0.975,0.08,0.96,300000.0
18551,1,0,0,30,0.975,0.09,0.96,300000.0
18552,1,0,0,30,0.975,0.1,0.96,300000.0
18553,1,0,0,30,0.975,0.11,0.96,300000.0
18554,1,0,0,30,0.975,0.12,0.96,300000.0
18555,1,0,0,30,0.975,0.13,0.96,300000.0
18556,1,0,0,30,0.975,0.14,0.96,300000.0
18557,1,0,0,30,0.975,0.15,0.96,300000.0
18558,1,0,0,30,1.0,0.05,0.96,300000.0
18559,1,0,0,30,1.0,0.06,0.96,300000.0
18560,1,0,0,30,1.0,0.07,0.96,300000.0
18561,1,0,0,30,1.0,0.08,0.96,300000.0
18562,1,0,0,30,1.0,0.09,0.96,300000.0
18563,1,0,0,30,1.0,0.1,0.96,300000.0
18564,1,0,0,30,1.0,0.11,0.96,300000.0
18565,1,0,0,30,1.0,0.12,0.96,300000.0
18566,1,0,0,30,1.0,0.13,0.96,300000.0
18567,1,0,0,30,1.0,0.14,0.96,300000.0
18568,1,0,0,30,1.0,0.15,0.96,300000.0
18569,1,0,0,30,1.025,0.05,0.96,300000.0
18570,1,0,0,30,1.025,0.06,0.96,300000.0
18571,1,0,0,30,1.025,0.07,0.96,300000.0
18572,1,0,0,30,1.025,0.08,0.96,300000.0
18573,1,0,0,30,1.025,0.09,0.96,300000.0
18574,1,0,0,30,1.025,0.1,0.96,300000.0
18575,1,0,0,30,1.025,0.11,0.96,300000.0
18576,1,0,0,30,1.025,0.12,0.96,300000.0
18577,1,0,0,30,1.025,0.13,0.96,300000.0
18578,1,0,0,30,1.025,0.14,0.96,300000.0
18579,1,0,0,30,1.025,0.15,0.96,300000.0
18580,1,0,0,30,1.05,0.05,0.96,300000.0
18581,1,0,0,30,1.05,0.06,0.96,300000.0
18582,1,0,0,30,1.05,0.07,0.96,300000.0
18583,1,0,0,30,1.05,0.08,0.96,300000.0
18584,1,0,0,30,1.05,0.09,0.96,300000.0
18585,1,0,0,30,1.05,0.1,0.96,300000.0
18586,1,0,0,30,1.05,0.11,0.96,300000.0
18587,1,0,0,30,1.05,0.12,0.96,300000.0
18588,1,0,0,30,1.05,0.13,0.96,300000.0
18589,1,0,0,30,1.05,0.14,0.96,300000.0
18590,1,0,0,30,1.05,0.15,0.96,300000.0
18591,1,0,0,30,1.075,0.05,0.96,300000.0
18592,1,0,0,30,1.075,0.06,0.96,300000.0
18593,1,0,0,30,1.075,0.07,0.96,300000.0
18594,1,0,0,30,1.075,0.08,0.96,300000.0
18595,1,0,0,30,1.075,0.09,0.96,300000.0
18596,1,0,0,30,1.075,0.1,0.96,300000.0
18597,1,0,0,30,1.075,0.11,0.96,300000.0
18598,1,0,0,30,1.075,0.12,0.96,300000.0
18599,1,0,0,30,1.075,0.13,0.96,300000.0
18600,1,0,0,30,1.075,0.14,0.96,300000.0
18601,1,0,0,30,1.075,0.15,0.96,300000.0
18602,1,0,0,30,1.1,0.05,0.96,300000.0
18603,1,0,0,30,1.1,0.06,0.96,300000.0
18604,1,0,0,30,1.1,0.07,0.96,300000.0
18605,1,0,0,30,1.1,0.08,0.96,300000.0
18606,1,0,0,30,1.1,0.09,0.96,300000.0
18607,1,0,0,30,1.1,0.1,0.96,300000.0
18608,1,0,0,30,1.1,0.11,0.96,300000.0
18609,1,0,0,30,1.1,0.12,0.96,300000.0
18610,1,0,0,30,1.1,0.13,0.96,300000.0
18611,1,0,0,30,1.1,0.14,0.96,300000.0
18612,1,0,0,30,1.1,0.15,0.96,300000.0
18613,1,0,0,30,0.9,0.05,0.97,300000.0
18614,1,0,0,30,0.9,0.06,0.97,300000.0
18615,1,0,0,30,0.9,0.07,0.97,300000.0
18616,1,0,0,30,0.9,0.08,0.97,300000.0
18617,1,0,0,30,0.9,0.09,0.97,300000.0
18618,1,0,0,30,0.9,0.1,0.97,300000.0
18619,1,0,0,30,0.9,0.11,0.97,300000.0
18620,1,0,0,30,0.9,0.12,0.97,300000.0
18621,1,0,0,30,0.9,0.13,0.97,300000.0
18622,1,0,0,30,0.9,0.14,0.97,300000.0
18623,1,0,0,30,0.9,0.15,0.97,300000.0
18624,1,0,0,30,0.925,0.05,0.97,300000.0
18625,1,0,0,30,0.925,0.06,0.97,300000.0
18626,1,0,0,30,0.925,0.07,0.97,300000.0
18627,1,0,0,30,0.925,0.08,0.97,300000.0
18628,1,0,0,30,0.925,0.09,0.97,300000.0
18629,1,0,0,30,0.925,0.1,0.97,300000.0
18630,1,0,0,30,0.925,0.11,0.97,300000.0
18631,1,0,0,30,0.925,0.12,0.97,300000.0
18632,1,0,0,30,0.925,0.13,0.97,300000.0
18633,1,0,0,30,0.925,0.14,0.97,300000.0
18634,1,0,0,30,0.925,0.15,0.97,300000.0
18635,1,0,0,30,0.95,0.05,0.97,300000.0
18636,1,0,0,30,0.95,0.06,0.97,300000.0
18637,1,0,0,30,0.95,0.07,0.97,300000.0
18638,1,0,0,30,0.95,0.08,0.97,300000.0
18639,1,0,0,30,0.95,0.09,0.97,300000.0
18640,1,0,0,30,0.95,0.1,0.97,300000.0
18641,1,0,0,30,0.95,0.11,0.97,300000.0
18642,1,0,0,30,0.95,0.12,0.97,300000.0
18643,1,0,0,30,0.95,0.13,0.97,300000.0
18644,1,0,0,30,0.95,0.14,0.97,300000.0
18645,1,0,0,30,0.95,0.15,0.97,300000.0
18646,1,0,0,30,0.975,0.05,0.97,300000.0
18647,1,0,0,30,0.975,0.06,0.97,300000.0
18648,1,0,0,30,0.975,0.07,0.97,300000.0
18649,1,0,0,30,0.975,0.08,0.97,300000.0
18650,1,0,0,30,0.975,0.09,0.97,300000.0
18651,1,0,0,30,0.975,0.1,0.97,300000.0
18652,1,0,0,30,0.975,0.11,0.97,300000.0
18653,1,0,0,30,0.975,0.12,0.97,300000.0
18654,1,0,0,30,0.975,0.13,0.97,300000.0
18655,1,0,0,30,0.975,0.14,0.97,300000.0
18656,1,0,0,30,0.975,0.15,0.97,300000.0
18657,1,0,0,30,1.0,0.05,0.97,300000.0
18658,1,0,0,30,1.0,0.06,0.97,300000.0
18659,1,0,0,30,1.0,0.07,0.97,300000.0
18660,1,0,0,30,1.0,0.08,0.97,300000.0
18661,1,0,0,30,1.0,0.09,0.97,300000.0
18662,1,0,0,30,1.0,0.1,0.97,300000.0
18663,1,0,0,30,1.0,0.11,0.97,300000.0
18664,1,0,0,30,1.0,0.12,0.97,300000.0
18665,1,0,0,30,1.0,0.13,0.97,300000.0
18666,1,0,0,30,1.0,0.14,0.97,300000.0
18667,1,0,0,30,1.0,0.15,0.97,300000.0
18668,1,0,0,30,1.025,0.05,0.97,300000.0
18669,1,0,0,30,1.025,0.06,0.97,300000.0
18670,1,0,0,30,1.025,0.07,0.97,300000.0
18671,1,0,0,30,1.025,0.08,0.97,300000.0
18672,1,0,0,30,1.025,0.09,0.97,300000.0
18673,1,0,0,30,1.025,0.1,0.97,300000.0
18674,1,0,0,30,1.025,0.11,0.97,300000.0
18675,1,0,0,30,1.025,0.12,0.97,300000.0
18676,1,0,0,30,1.025,0.13,0.97,300000.0
18677,1,0,0,30,1.025,0.14,0.97,300000.0
18678,1,0,0,30,1.025,0.15,0.97,300000.0
18679,1,0,0,30,1.05,0.05,0.97,300000.0
18680,1,0,0,30,1.05,0.06,0.97,300000.0
18681,1,0,0,30,1.05,0.07,0.97,300000.0
18682,1,0,0,30,1.05,0.08,0.97,300000.0
18683,1,0,0,30,1.05,0.09,0.97,300000.0
18684,1,0,0,30,1.05,0.1,0.97,300000.0
18685,1,0,0,30,1.05,0.11,0.97,300000.0
18686,1,0,0,30,1.05,0.12,0.97,300000.0
18687,1,0,0,30,1.05,0.13,0.97,300000.0
18688,1,0,0,30,1.05,0.14,0.97,300000.0
18689,1,0,0,30,1.05,0.15,0.97,300000.0
18690,1,0,0,30,1.075,0.05,0.97,300000.0
18691,1,0,0,30,1.075,0.06,0.97,300000.0
18692,1,0,0,30,1.075,0.07,0.97,300000.0
18693,1,0,0,30,1.075,0.08,0.97,300000.0
18694,1,0,0,30,1.075,0.09,0.97,300000.0
18695,1,0,0,30,1.075,0.1,0.97,300000.0
18696,1,0,0,30,1.075,0.11,0.97,300000.0
18697,1,0,0,30,1.075,0.12,0.97,300000.0
18698,1,0,0,30,1.075,0.13,0.97,300000.0
18699,1,0,0,30,1.075,0.14,0.97,300000.0
18700,1,0,0,30,1.075,0.15,0.97,300000.0
18701,1,0,0,30,1.1,0.05,0.97,300000.0
18702,1,0,0,30,1.1,0.06,0.97,300000.0
18703,1,0,0,30,1.1,0.07,0.97,300000.0
18704,1,0,0,30,1.1,0.08,0.97,300000.0
18705,1,0,0,30,1.1,0.09,0.97,300000.0
18706,1,0,0,30,1.1,0.1,0.97,300000.0
18707,1,0,0,30,1.1,0.11,0.97,300000.0
18708,1,0,0,30,1.1,0.12,0.97,300000.0
18709,1,0,0,30,1.1,0.13,0.97,300000.0
18710,1,0,0,30,1.1,0.14,0.97,300000.0
18711,1,0,0,30,1.1,0.15,0.97,300000.0
18712,1,0,0,30,0.9,0.05,0.98,300000.0
18713,1,0,0,30,0.9,0.06,0.98,300000.0
18714,1,0,0,30,0.9,0.07,0.98,300000.0
18715,1,0,0,30,0.9,0.08,0.98,300000.0
18716,1,0,0,30,0.9,0.09,0.98,300000.0
18717,1,0,0,30,0.9,0.1,0.98,300000.0
18718,1,0,0,30,0.9,0.11,0.98,300000.0
18719,1,0,0,30,0.9,0.12,0.98,300000.0
18720,1,0,0,30,0.9,0.13,0.98,300000.0
18721,1,0,0,30,0.9,0.14,0.98,300000.0
18722,1,0,0,30,0.9,0.15,0.98,300000.0
18723,1,0,0,30,0.925,0.05,0.98,300000.0
18724,1,0,0,30,0.925,0.06,0.98,300000.0
18725,1,0,0,30,0.925,0.07,0.98,300000.0
18726,1,0,0,30,0.925,0.08,0.98,300000.0
18727,1,0,0,30,0.925,0.09,0.98,300000.0
18728,1,0,0,30,0.925,0.1,0.98,300000.0
18729,1,0,0,30,0.925,0.11,0.98,300000.0
18730,1,0,0,30,0.925,0.12,0.98,300000.0
18731,1,0,0,30,0.925,0.13,0.98,300000.0
18732,1,0,0,30,0.925,0.14,0.98,300000.0
18733,1,0,0,30,0.925,0.15,0.98,300000.0
18734,1,0,0,30,0.95,0.05,0.98,300000.0
18735,1,0,0,30,0.95,0.06,0.98,300000.0
18736,1,0,0,30,0.95,0.07,0.98,300000.0
18737,1,0,0,30,0.95,0.08,0.98,300000.0
18738,1,0,0,30,0.95,0.09,0.98,300000.0
18739,1,0,0,30,0.95,0.1,0.98,300000.0
18740,1,0,0,30,0.95,0.11,0.98,300000.0
18741,1,0,0,30,0.95,0.12,0.98,300000.0
18742,1,0,0,30,0.95,0.13,0.98,300000.0
18743,1,0,0,30,0.95,0.14,0.98,300000.0
18744,1,0,0,30,0.95,0.15,0.98,300000.0
18745,1,0,0,30,0.975,0.05,0.98,300000.0
18746,1,0,0,30,0.975,0.06,0.98,300000.0
18747,1,0,0,30,0.975,0.07,0.98,300000.0
18748,1,0,0,30,0.975,0.08,0.98,300000.0
18749,1,0,0,30,0.975,0.09,0.98,300000.0
18750,1,0,0,30,0.975,0.1,0.98,300000.0
18751,1,0,0,30,0.975,0.11,0.98,300000.0
18752,1,0,0,30,0.975,0.12,0.98,300000.0
18753,1,0,0,30,0.975,0.13,0.98,300000.0
18754,1,0,0,30,0.975,0.14,0.98,300000.0
18755,1,0,0,30,0.975,0.15,0.98,300000.0
18756,1,0,0,30,1.0,0.05,0.98,300000.0
18757,1,0,0,30,1.0,0.06,0.98,300000.0
18758,1,0,0,30,1.0,0.07,0.98,300000.0
18759,1,0,0,30,1.0,0.08,0.98,300000.0
18760,1,0,0,30,1.0,0.09,0.98,300000.0
18761,1,0,0,30,1.0,0.1,0.98,300000.0
18762,1,0,0,30,1.0,0.11,0.98,300000.0
18763,1,0,0,30,1.0,0.12,0.98,300000.0
18764,1,0,0,30,1.0,0.13,0.98,300000.0
18765,1,0,0,30,1.0,0.14,0.98,300000.0
18766,1,0,0,30,1.0,0.15,0.98,300000.0
18767,1,0,0,30,1.025,0.05,0.98,300000.0
18768,1,0,0,30,1.025,0.06,0.98,300000.0
18769,1,0,0,30,1.025,0.07,0.98,300000.0
18770,1,0,0,30,1.025,0.08,0.98,300000.0
18771,1,0,0,30,1.025,0.09,0.98,300000.0
18772,1,0,0,30,1.025,0.1,0.98,300000.0
18773,1,0,0,30,1.025,0.11,0.98,300000.0
18774,1,0,0,30,1.025,0.12,0.98,300000.0
18775,1,0,0,30,1.025,0.13,0.98,300000.0
18776,1,0,0,30,1.025,0.14,0.98,300000.0
18777,1,0,0,30,1.025,0.15,0.98,300000.0
18778,1,0,0,30,1.05,0.05,0.98,300000.0
18779,1,0,0,30,1.05,0.06,0.98,300000.0
18780,1,0,0,30,1.05,0.07,0.98,300000.0
18781,1,0,0,30,1.05,0.08,0.98,300000.0
18782,1,0,0,30,1.05,0.09,0.98,300000.0
18783,1,0,0,30,1.05,0.1,0.98,300000.0
18784,1,0,0,30,1.05,0.11,0.98,300000.0
18785,1,0,0,30,1.05,0.12,0.98,300000.0
18786,1,0,0,30,1.05,0.13,0.98,300000.0
18787,1,0,0,30,1.05,0.14,0.98,300000.0
18788,1,0,0,30,1.05,0.15,0.98,300000.0
18789,1,0,0,30,1.075,0.05,0.98,300000.0
18790,1,0,0,30,1.075,0.06,0.98,300000.0
18791,1,0,0,30,1.075,0.07,0.98,300000.0
18792,1,0,0,30,1.075,0.08,0.98,300000.0
18793,1,0,0,30,1.075,0.09,0.98,300000.0
18794,1,0,0,30,1.075,0.1,0.98,300000.0
18795,1,0,0,30,1.075,0.11,0.98,300000.0
18796,1,0,0,30,1.075,0.12,0.98,300000.0
18797,1,0,0,30,1.075,0.13,0.98,300000.0
18798,1,0,0,30,1.075,0.14,0.98,300000.0
18799,1,0,0,30,1.075,0.15,0.98,300000.0
18800,1,0,0,30,1.1,0.05,0.98,300000.0
18801,1,0,0,30,1.1,0.06,0.98,300000.0
18802,1,0,0,30,1.1,0.07,0.98,300000.0
18803,1,0,0,30,1.1,0.08,0.98,300000.0
18804,1,0,0,30,1.1,0.09,0.98,300000.0
18805,1,0,0,30,1.1,0.1,0.98,300000.0
18806,1,0,0,30,1.1,0.11,0.98,300000.0
18807,1,0,0,30,1.1,0.12,0.98,300000.0
18808,1,0,0,30,1.1,0.13,0.98,300000.0
18809,1,0,0,30,1.1,0.14,0.98,300000.0
18810,1,0,0,30,1.1,0.15,0.98,300000.0
18811,1,0,0,30,0.9,0.05,0.99,300000.0
18812,1,0,0,30,0.9,0.06,0.99,300000.0
18813,1,0,0,30,0.9,0.07,0.99,300000.0
18814,1,0,0,30,0.9,0.08,0.99,300000.0
18815,1,0,0,30,0.9,0.09,0.99,300000.0
18816,1,0,0,30,0.9,0.1,0.99,300000.0
18817,1,0,0,30,0.9,0.11,0.99,300000.0
18818,1,0,0,30,0.9,0.12,0.99,300000.0
18819,1,0,0,30,0.9,0.13,0.99,300000.0
18820,1,0,0,30,0.9,0.14,0.99,300000.0
18821,1,0,0,30,0.9,0.15,0.99,300000.0
18822,1,0,0,30,0.925,0.05,0.99,300000.0
18823,1,0,0,30,0.925,0.06,0.99,300000.0
18824,1,0,0,30,0.925,0.07,0.99,300000.0
18825,1,0,0,30,0.925,0.08,0.99,300000.0
18826,1,0,0,30,0.925,0.09,0.99,300000.0
18827,1,0,0,30,0.925,0.1,0.99,300000.0
18828,1,0,0,30,0.925,0.11,0.99,300000.0
18829,1,0,0,30,0.925,0.12,0.99,300000.0
18830,1,0,0,30,0.925,0.13,0.99,300000.0
18831,1,0,0,30,0.925,0.14,0.99,300000.0
18832,1,0,0,30,0.925,0.15,0.99,300000.0
18833,1,0,0,30,0.95,0.05,0.99,300000.0
18834,1,0,0,30,0.95,0.06,0.99,300000.0
18835,1,0,0,30,0.95,0.07,0.99,300000.0
18836,1,0,0,30,0.95,0.08,0.99,300000.0
18837,1,0,0,30,0.95,0.09,0.99,300000.0
18838,1,0,0,30,0.95,0.1,0.99,300000.0
18839,1,0,0,30,0.95,0.11,0.99,300000.0
18840,1,0,0,30,0.95,0.12,0.99,300000.0
18841,1,0,0,30,0.95,0.13,0.99,300000.0
18842,1,0,0,30,0.95,0.14,0.99,300000.0
18843,1,0,0,30,0.95,0.15,0.99,300000.0
18844,1,0,0,30,0.975,0.05,0.99,300000.0
18845,1,0,0,30,0.975,0.06,0.99,300000.0
18846,1,0,0,30,0.975,0.07,0.99,300000.0
18847,1,0,0,30,0.975,0.08,0.99,300000.0
18848,1,0,0,30,0.975,0.09,0.99,300000.0
18849,1,0,0,30,0.975,0.1,0.99,300000.0
18850,1,0,0,30,0.975,0.11,0.99,300000.0
18851,1,0,0,30,0.975,0.12,0.99,300000.0
18852,1,0,0,30,0.975,0.13,0.99,300000.0
18853,1,0,0,30,0.975,0.14,0.99,300000.0
18854,1,0,0,30,0.975,0.15,0.99,300000.0
18855,1,0,0,30,1.0,0.05,0.99,300000.0
18856,1,0,0,30,1.0,0.06,0.99,300000.0
18857,1,0,0,30,1.0,0.07,0.99,300000.0
18858,1,0,0,30,1.0,0.08,0.99,300000.0
18859,1,0,0,30,1.0,0.09,0.99,300000.0
18860,1,0,0,30,1.0,0.1,0.99,300000.0
18861,1,0,0,30,1.0,0.11,0.99,300000.0
18862,1,0,0,30,1.0,0.12,0.99,300000.0
18863,1,0,0,30,1.0,0.13,0.99,300000.0
18864,1,0,0,30,1.0,0.14,0.99,300000.0
18865,1,0,0,30,1.0,0.15,0.99,300000.0
18866,1,0,0,30,1.025,0.05,0.99,300000.0
18867,1,0,0,30,1.025,0.06,0.99,300000.0
18868,1,0,0,30,1.025,0.07,0.99,300000.0
18869,1,0,0,30,1.025,0.08,0.99,300000.0
18870,1,0,0,30,1.025,0.09,0.99,300000.0
18871,1,0,0,30,1.025,0.1,0.99,300000.0
18872,1,0,0,30,1.025,0.11,0.99,300000.0
18873,1,0,0,30,1.025,0.12,0.99,300000.0
18874,1,0,0,30,1.025,0.13,0.99,300000.0
18875,1,0,0,30,1.025,0.14,0.99,300000.0
18876,1,0,0,30,1.025,0.15,0.99,300000.0
18877,1,0,0,30,1.05,0.05,0.99,300000.0
18878,1,0,0,30,1.05,0.06,0.99,300000.0
18879,1,0,0,30,1.05,0.07,0.99,300000.0
18880,1,0,0,30,1.05,0.08,0.99,300000.0
18881,1,0,0,30,1.05,0.09,0.99,300000.0
18882,1,0,0,30,1.05,0.1,0.99,300000.0
18883,1,0,0,30,1.05,0.11,0.99,300000.0
18884,1,0,0,30,1.05,0.12,0.99,300000.0
18885,1,0,0,30,1.05,0.13,0.99,300000.0
18886,1,0,0,30,1.05,0.14,0.99,300000.0
18887,1,0,0,30,1.05,0.15,0.99,300000.0
18888,1,0,0,30,1.075,0.05,0.99,300000.0
18889,1,0,0,30,1.075,0.06,0.99,300000.0
18890,1,0,0,30,1.075,0.07,0.99,300000.0
18891,1,0,0,30,1.075,0.08,0.99,300000.0
18892,1,0,0,30,1.075,0.09,0.99,300000.0
18893,1,0,0,30,1.075,0.1,0.99,300000.0
18894,1,0,0,30,1.075,0.11,0.99,300000.0
18895,1,0,0,30,1.075,0.12,0.99,300000.0
18896,1,0,0,30,1.075,0.13,0.99,300000.0
18897,1,0,0,30,1.075,0.14,0.99,300000.0
18898,1,0,0,30,1.075,0.15,0.99,300000.0
18899,1,0,0,30,1.1,0.05,0.99,300000.0
18900,1,0,0,30,1.1,0.06,0.99,300000.0
18901,1,0,0,30,1.1,0.07,0.99,300000.0
18902,1,0,0,30,1.1,0.08,0.99,300000.0
18903,1,0,0,30,1.1,0.09,0.99,300000.0
18904,1,0,0,30,1.1,0.1,0.99,300000.0
18905,1,0,0,30,1.1,0.11,0.99,300000.0
18906,1,0,0,30,1.1,0.12,0.99,300000.0
18907,1,0,0,30,1.1,0.13,0.99,300000.0
18908,1,0,0,30,1.1,0.14,0.99,300000.0
18909,1,0,0,30,1.1,0.15,0.99,300000.0
18910,1,0,0,30,0.9,0.05,1.0,300000.0
18911,1,0,0,30,0.9,0.06,1.0,300000.0
18912,1,0,0,30,0.9,0.07,1.0,300000.0
18913,1,0,0,30,0.9,0.08,1.0,300000.0
18914,1,0,0,30,0.9,0.09,1.0,300000.0
18915,1,0,0,30,0.9,0.1,1.0,300000.0
18916,1,0,0,30,0.9,0.11,1.0,300000.0
18917,1,0,0,30,0.9,0.12,1.0,300000.0
18918,1,0,0,30,0.9,0.13,1.0,300000.0
18919,1,0,0,30,0.9,0.14,1.0,300000.0
18920,1,0,0,30,0.9,0.15,1.0,300000.0
18921,1,0,0,30,0.925,0.05,1.0,300000.0
18922,1,0,0,30,0.925,0.06,1.0,300000.0
18923,1,0,0,30,0.925,0.07,1.0,300000.0
18924,1,0,0,30,0.925,0.08,1.0,300000.0
18925,1,0,0,30,0.925,0.09,1.0,300000.0
18926,1,0,0,30,0.925,0.1,1.0,300000.0
18927,1,0,0,30,0.925,0.11,1.0,300000.0
18928,1,0,0,30,0.925,0.12,1.0,300000.0
18929,1,0,0,30,0.925,0.13,1.0,300000.0
18930,1,0,0,30,0.925,0.14,1.0,300000.0
18931,1,0,0,30,0.925,0.15,1.0,300000.0
18932,1,0,0,30,0.95,0.05,1.0,300000.0
18933,1,0,0,30,0.95,0.06,1.0,300000.0
18934,1,0,0,30,0.95,0.07,1.0,300000.0
18935,1,0,0,30,0.95,0.08,1.0,300000.0
18936,1,0,0,30,0.95,0.09,1.0,300000.0
18937,1,0,0,30,0.95,0.1,1.0,300000.0
18938,1,0,0,30,0.95,0.11,1.0,300000.0
18939,1,0,0,30,0.95,0.12,1.0,300000.0
18940,1,0,0,30,0.95,0.13,1.0,300000.0
18941,1,0,0,30,0.95,0.14,1.0,300000.0
18942,1,0,0,30,0.95,0.15,1.0,300000.0
18943,1,0,0,30,0.975,0.05,1.0,300000.0
18944,1,0,0,30,0.975,0.06,1.0,300000.0
18945,1,0,0,30,0.975,0.07,1.0,300000.0
18946,1,0,0,30,0.975,0.08,1.0,300000.0
18947,1,0,0,30,0.975,0.09,1.0,300000.0
18948,1,0,0,30,0.975,0.1,1.0,300000.0
18949,1,0,0,30,0.975,0.11,1.0,300000.0
18950,1,0,0,30,0.975,0.12,1.0,300000.0
18951,1,0,0,30,0.975,0.13,1.0,300000.0
18952,1,0,0,30,0.975,0.14,1.0,300000.0
18953,1,0,0,30,0.975,0.15,1.0,300000.0
18954,1,0,0,30,1.0,0.05,1.0,300000.0
18955,1,0,0,30,1.0,0.06,1.0,300000.0
18956,1,0,0,30,1.0,0.07,1.0,300000.0
18957,1,0,0,30,1.0,0.08,1.0,300000.0
18958,1,0,0,30,1.0,0.09,1.0,300000.0
18959,1,0,0,30,1.0,0.1,1.0,300000.0
18960,1,0,0,30,1.0,0.11,1.0,300000.0
18961,1,0,0,30,1.0,0.12,1.0,300000.0
18962,1,0,0,30,1.0,0.13,1.0,300000.0
18963,1,0,0,30,1.0,0.14,1.0,300000.0
18964,1,0,0,30,1.0,0.15,1.0,300000.0
18965,1,0,0,30,1.025,0.05,1.0,300000.0
18966,1,0,0,30,1.025,0.06,1.0,300000.0
18967,1,0,0,30,1.025,0.07,1.0,300000.0
18968,1,0,0,30,1.025,0.08,1.0,300000.0
18969,1,0,0,30,1.025,0.09,1.0,300000.0
18970,1,0,0,30,1.025,0.1,1.0,300000.0
18971,1,0,0,30,1.025,0.11,1.0,300000.0
18972,1,0,0,30,1.025,0.12,1.0,300000.0
18973,1,0,0,30,1.025,0.13,1.0,300000.0
18974,1,0,0,30,1.025,0.14,1.0,300000.0
18975,1,0,0,30,1.025,0.15,1.0,300000.0
18976,1,0,0,30,1.05,0.05,1.0,300000.0
18977,1,0,0,30,1.05,0.06,1.0,300000.0
18978,1,0,0,30,1.05,0.07,1.0,300000.0
18979,1,0,0,30,1.05,0.08,1.0,300000.0
18980,1,0,0,30,1.05,0.09,1.0,300000.0
18981,1,0,0,30,1.05,0.1,1.0,300000.0
18982,1,0,0,30,1.05,0.11,1.0,300000.0
18983,1,0,0,30,1.05,0.12,1.0,300000.0
18984,1,0,0,30,1.05,0.13,1.0,300000.0
18985,1,0,0,30,1.05,0.14,1.0,300000.0
18986,1,0,0,30,1.05,0.15,1.0,300000.0
18987,1,0,0,30,1.075,0.05,1.0,300000.0
18988,1,0,0,30,1.075,0.06,1.0,300000.0
18989,1,0,0,30,1.075,0.07,1.0,300000.0
18990,1,0,0,30,1.075,0.08,1.0,300000.0
18991,1,0,0,30,1.075,0.09,1.0,300000.0
18992,1,0,0,30,1.075,0.1,1.0,300000.0
18993,1,0,0,30,1.075,0.11,1.0,300000.0
18994,1,0,0,30,1.075,0.12,1.0,300000.0
18995,1,0,0,30,1.075,0.13,1.0,300000.0
