ID,geometry,geometry,geometry,RAD,MAT,FC,SHTK,BF,max_stress,thinning,springback,outcome,outcome_label
19378,1,0,0,30,1.05,0.11,0.98,350000.0,105174.99665800287,0.4,0.0,0,Safe
19379,1,0,0,30,1.05,0.12,0.98,350000.0,105205.07367320273,0.4,0.0,0,Safe
19380,1,0,0,30,1.05,0.13,0.98,350000.0,105180.76009377361,0.4,0.0,0,Safe
19381,1,0,0,30,1.05,0.14,0.98,350000.0,105167.73782837068,0.4,0.0,0,Safe
19382,1,0,0,30,1.05,0.15,0.98,350000.0,105169.76699020359,0.4,0.0,0,Safe
19383,1,0,0,30,1.075,0.05,0.98,350000.0,105181.82848031502,0.4,0.0,0,Safe
19384,1,0,0,30,1.075,0.06,0.98,350000.0,105167.6318081804,0.4,0.0,0,Safe
19385,1,0,0,30,1.075,0.07,0.98,350000.0,105191.7510755941,0.4,0.0,0,Safe
19386,1,0,0,30,1.075,0.08,0.98,350000.0,105184.69011587638,0.4,0.0,0,Safe
19387,1,0,0,30,1.075,0.09,0.98,350000.0,105188.25313064826,0.4,0.0,0,Safe
19388,1,0,0,30,1.075,0.1,0.98,350000.0,105203.75696979935,0.4,0.0,0,Safe
19389,1,0,0,30,1.075,0.11,0.98,350000.0,105190.55941378971,0.4,0.0,0,Safe
19390,1,0,0,30,1.075,0.12,0.98,350000.0,105188.64485949853,0.4,0.0,0,Safe
19391,1,0,0,30,1.075,0.13,0.98,350000.0,105203.22393316339,0.4,0.0,0,Safe
19392,1,0,0,30,1.075,0.14,0.98,350000.0,105213.22032689863,0.4,0.0,0,Safe
19393,1,0,0,30,1.075,0.15,0.98,350000.0,105174.35571852607,0.4,0.0,0,Safe
19394,1,0,0,30,1.1,0.05,0.98,350000.0,105200.23478362516,0.4,0.0,0,Safe
19395,1,0,0,30,1.1,0.06,0.98,350000.0,105211.51761087215,0.4,0.0,0,Safe
19396,1,0,0,30,1.1,0.07,0.98,350000.0,105172.76782095773,0.4,0.0,0,Safe
19397,1,0,0,30,1.1,0.08,0.98,350000.0,105178.94641485519,0.4,0.0,0,Safe
19398,1,0,0,30,1.1,0.09,0.98,350000.0,105199.66307683625,0.4,0.0,0,Safe
19399,1,0,0,30,1.1,0.1,0.98,350000.0,105204.65830147432,0.4,0.0,0,Safe
19400,1,0,0,30,1.1,0.11,0.98,350000.0,105186.90089183435,0.4,0.0,0,Safe
19401,1,0,0,30,1.1,0.12,0.98,350000.0,105192.55197450734,0.4,0.0,0,Safe
19402,1,0,0,30,1.1,0.13,0.98,350000.0,105164.06411701413,0.4,0.0,0,Safe
19403,1,0,0,30,1.1,0.14,0.98,350000.0,105149.27334767913,0.4,0.0,0,Safe
19404,1,0,0,30,1.1,0.15,0.98,350000.0,105173.5165769758,0.4,0.0,0,Safe
19405,1,0,0,30,0.9,0.05,0.99,350000.0,105155.31016254163,0.4,0.0,0,Safe
19406,1,0,0,30,0.9,0.06,0.99,350000.0,105189.01833653895,0.4,0.0,0,Safe
19407,1,0,0,30,0.9,0.07,0.99,350000.0,105188.34667698418,0.4,0.0,0,Safe
19408,1,0,0,30,0.9,0.08,0.99,350000.0,105163.15728686779,0.4,0.0,0,Safe
19409,1,0,0,30,0.9,0.09,0.99,350000.0,105164.95432678258,0.4,0.0,0,Safe
19410,1,0,0,30,0.9,0.1,0.99,350000.0,105177.14610032502,0.4,0.0,0,Safe
19411,1,0,0,30,0.9,0.11,0.99,350000.0,105188.53835513536,0.4,0.0,0,Safe
19412,1,0,0,30,0.9,0.12,0.99,350000.0,105176.13790963171,0.4,0.0,0,Safe
19413,1,0,0,30,0.9,0.13,0.99,350000.0,105187.75962494545,0.4,0.0,0,Safe
19414,1,0,0,30,0.9,0.14,0.99,350000.0,105187.13701507093,0.4,0.0,0,Safe
19415,1,0,0,30,0.9,0.15,0.99,350000.0,105165.23808202732,0.4,0.0,0,Safe
19416,1,0,0,30,0.925,0.05,0.99,350000.0,105187.04575861593,0.4,0.0,0,Safe
19417,1,0,0,30,0.925,0.06,0.99,350000.0,105174.76356468927,0.4,0.0,0,Safe
19418,1,0,0,30,0.925,0.07,0.99,350000.0,105151.97553333425,0.4,0.0,0,Safe
19419,1,0,0,30,0.925,0.08,0.99,350000.0,105172.87082963967,0.4,0.0,0,Safe
19420,1,0,0,30,0.925,0.09,0.99,350000.0,105178.25615634616,0.4,0.0,0,Safe
19421,1,0,0,30,0.925,0.1,0.99,350000.0,105181.78637415155,0.4,0.0,0,Safe
19422,1,0,0,30,0.925,0.11,0.99,350000.0,105166.2252555828,0.4,0.0,0,Safe
19423,1,0,0,30,0.925,0.12,0.99,350000.0,105175.4686695291,0.4,0.0,0,Safe
19424,1,0,0,30,0.925,0.13,0.99,350000.0,105157.1553972029,0.4,0.0,0,Safe
19425,1,0,0,30,0.925,0.14,0.99,350000.0,105160.59423890016,0.4,0.0,0,Safe
19426,1,0,0,30,0.925,0.15,0.99,350000.0,105167.36026348601,0.4,0.0,0,Safe
19427,1,0,0,30,0.95,0.05,0.99,350000.0,105169.48841375041,0.4,0.0,0,Safe
19428,1,0,0,30,0.95,0.06,0.99,350000.0,105183.71715150587,0.4,0.0,0,Safe
19429,1,0,0,30,0.95,0.07,0.99,350000.0,105164.3942532386,0.4,0.0,0,Safe
19430,1,0,0,30,0.95,0.08,0.99,350000.0,105160.6703343304,0.4,0.0,0,Safe
19431,1,0,0,30,0.95,0.09,0.99,350000.0,105174.20876523474,0.4,0.0,0,Safe
19432,1,0,0,30,0.95,0.1,0.99,350000.0,105176.29669183817,0.4,0.0,0,Safe
19433,1,0,0,30,0.95,0.11,0.99,350000.0,105179.57635032418,0.4,0.0,0,Safe
19434,1,0,0,30,0.95,0.12,0.99,350000.0,105200.61830129799,0.4,0.0,0,Safe
19435,1,0,0,30,0.95,0.13,0.99,350000.0,105178.22711028084,0.4,0.0,0,Safe
19436,1,0,0,30,0.95,0.14,0.99,350000.0,105170.18590545702,0.4,0.0,0,Safe
19437,1,0,0,30,0.95,0.15,0.99,350000.0,105175.77598918397,0.4,0.0,0,Safe
19438,1,0,0,30,0.975,0.05,0.99,350000.0,105191.68672556496,0.4,0.0,0,Safe
19439,1,0,0,30,0.975,0.06,0.99,350000.0,105184.23078143531,0.4,0.0,0,Safe
19440,1,0,0,30,0.975,0.07,0.99,350000.0,105182.06029136169,0.4,0.0,0,Safe
19441,1,0,0,30,0.975,0.08,0.99,350000.0,105189.32675715296,0.4,0.0,0,Safe
19442,1,0,0,30,0.975,0.09,0.99,350000.0,105193.27175074146,0.4,0.0,0,Safe
19443,1,0,0,30,0.975,0.1,0.99,350000.0,105177.62391940886,0.4,0.0,0,Safe
19444,1,0,0,30,0.975,0.11,0.99,350000.0,105165.87359962876,0.4,0.0,0,Safe
19445,1,0,0,30,0.975,0.12,0.99,350000.0,105183.89019343218,0.4,0.0,0,Safe
19446,1,0,0,30,0.975,0.13,0.99,350000.0,105175.07386908913,0.4,0.0,0,Safe
19447,1,0,0,30,0.975,0.14,0.99,350000.0,105178.13465637175,0.4,0.0,0,Safe
19448,1,0,0,30,0.975,0.15,0.99,350000.0,105155.51427364904,0.4,0.0,0,Safe
19449,1,0,0,30,1.0,0.05,0.99,350000.0,105164.50748376685,0.4,0.0,0,Safe
19450,1,0,0,30,1.0,0.06,0.99,350000.0,105174.70622305718,0.4,0.0,0,Safe
19451,1,0,0,30,1.0,0.07,0.99,350000.0,105208.83734970263,0.4,0.0,0,Safe
19452,1,0,0,30,1.0,0.08,0.99,350000.0,105181.92482746791,0.4,0.0,0,Safe
19453,1,0,0,30,1.0,0.09,0.99,350000.0,105170.14165010529,0.4,0.0,0,Safe
19454,1,0,0,30,1.0,0.1,0.99,350000.0,105171.48642784974,0.4,0.0,0,Safe
19455,1,0,0,30,1.0,0.11,0.99,350000.0,105173.91050028271,0.4,0.0,0,Safe
19456,1,0,0,30,1.0,0.12,0.99,350000.0,105166.01070337351,0.4,0.0,0,Safe
19457,1,0,0,30,1.0,0.13,0.99,350000.0,105179.55752790316,0.4,0.0,0,Safe
19458,1,0,0,30,1.0,0.14,0.99,350000.0,105181.84335633827,0.4,0.0,0,Safe
19459,1,0,0,30,1.0,0.15,0.99,350000.0,105183.24880529282,0.4,0.0,0,Safe
19460,1,0,0,30,1.025,0.05,0.99,350000.0,105179.1976237918,0.4,0.0,0,Safe
19461,1,0,0,30,1.025,0.06,0.99,350000.0,105173.34858723772,0.4,0.0,0,Safe
19462,1,0,0,30,1.025,0.07,0.99,350000.0,105183.09939065164,0.4,0.0,0,Safe
19463,1,0,0,30,1.025,0.08,0.99,350000.0,105174.89318547673,0.4,0.0,0,Safe
19464,1,0,0,30,1.025,0.09,0.99,350000.0,105197.21638163147,0.4,0.0,0,Safe
19465,1,0,0,30,1.025,0.1,0.99,350000.0,105170.69838173201,0.4,0.0,0,Safe
19466,1,0,0,30,1.025,0.11,0.99,350000.0,105179.79093663259,0.4,0.0,0,Safe
19467,1,0,0,30,1.025,0.12,0.99,350000.0,105165.94209820687,0.4,0.0,0,Safe
19468,1,0,0,30,1.025,0.13,0.99,350000.0,105177.56627253299,0.4,0.0,0,Safe
19469,1,0,0,30,1.025,0.14,0.99,350000.0,105166.73603013068,0.4,0.0,0,Safe
19470,1,0,0,30,1.025,0.15,0.99,350000.0,105173.3598707266,0.4,0.0,0,Safe
19471,1,0,0,30,1.05,0.05,0.99,350000.0,105191.57357440674,0.4,0.0,0,Safe
19472,1,0,0,30,1.05,0.06,0.99,350000.0,105175.7561985762,0.4,0.0,0,Safe
19473,1,0,0,30,1.05,0.07,0.99,350000.0,105162.8094415539,0.4,0.0,0,Safe
19474,1,0,0,30,1.05,0.08,0.99,350000.0,105185.0920830182,0.4,0.0,0,Safe
19475,1,0,0,30,1.05,0.09,0.99,350000.0,105187.18121092593,0.4,0.0,0,Safe
19476,1,0,0,30,1.05,0.1,0.99,350000.0,105193.51737571564,0.4,0.0,0,Safe
19477,1,0,0,30,1.05,0.11,0.99,350000.0,105202.03994816121,0.4,0.0,0,Safe
19478,1,0,0,30,1.05,0.12,0.99,350000.0,105173.35837393394,0.4,0.0,0,Safe
19479,1,0,0,30,1.05,0.13,0.99,350000.0,105189.48889629397,0.4,0.0,0,Safe
19480,1,0,0,30,1.05,0.14,0.99,350000.0,105182.42921875702,0.4,0.0,0,Safe
19481,1,0,0,30,1.05,0.15,0.99,350000.0,105174.77169101148,0.4,0.0,0,Safe
19482,1,0,0,30,1.075,0.05,0.99,350000.0,105180.98177009184,0.4,0.0,0,Safe
19483,1,0,0,30,1.075,0.06,0.99,350000.0,105194.14506751046,0.4,0.0,0,Safe
19484,1,0,0,30,1.075,0.07,0.99,350000.0,105187.46025846788,0.4,0.0,0,Safe
19485,1,0,0,30,1.075,0.08,0.99,350000.0,105192.88001778105,0.4,0.0,0,Safe
19486,1,0,0,30,1.075,0.09,0.99,350000.0,105181.33119268848,0.4,0.0,0,Safe
19487,1,0,0,30,1.075,0.1,0.99,350000.0,105209.33215835852,0.4,0.0,0,Safe
19488,1,0,0,30,1.075,0.11,0.99,350000.0,105191.38148269366,0.4,0.0,0,Safe
19489,1,0,0,30,1.075,0.12,0.99,350000.0,105189.73374284849,0.4,0.0,0,Safe
19490,1,0,0,30,1.075,0.13,0.99,350000.0,105189.03924802651,0.4,0.0,0,Safe
19491,1,0,0,30,1.075,0.14,0.99,350000.0,105179.3751765177,0.4,0.0,0,Safe
19492,1,0,0,30,1.075,0.15,0.99,350000.0,105201.05652094145,0.4,0.0,0,Safe
19493,1,0,0,30,1.1,0.05,0.99,350000.0,105204.03452918751,0.4,0.0,0,Safe
19494,1,0,0,30,1.1,0.06,0.99,350000.0,105180.93601765942,0.4,0.0,0,Safe
19495,1,0,0,30,1.1,0.07,0.99,350000.0,105187.87671503855,0.4,0.0,0,Safe
19496,1,0,0,30,1.1,0.08,0.99,350000.0,105197.48681350866,0.4,0.0,0,Safe
19497,1,0,0,30,1.1,0.09,0.99,350000.0,105206.39672344926,0.4,0.0,0,Safe
19498,1,0,0,30,1.1,0.1,0.99,350000.0,105193.70987919133,0.4,0.0,0,Safe
19499,1,0,0,30,1.1,0.11,0.99,350000.0,105169.0469382329,0.4,0.0,0,Safe
19500,1,0,0,30,1.1,0.12,0.99,350000.0,105165.03684241122,0.4,0.0,0,Safe
19501,1,0,0,30,1.1,0.13,0.99,350000.0,105213.56666344932,0.4,0.0,0,Safe
19502,1,0,0,30,1.1,0.14,0.99,350000.0,105182.07703994935,0.4,0.0,0,Safe
19503,1,0,0,30,1.1,0.15,0.99,350000.0,105185.76252593056,0.4,0.0,0,Safe
19504,1,0,0,30,0.9,0.05,1.0,350000.0,105159.61087576914,0.4,0.0,0,Safe
19505,1,0,0,30,0.9,0.06,1.0,350000.0,105188.15830628213,0.4,0.0,0,Safe
19506,1,0,0,30,0.9,0.07,1.0,350000.0,105156.00112063363,0.4,0.0,0,Safe
19507,1,0,0,30,0.9,0.08,1.0,350000.0,105176.62927737973,0.4,0.0,0,Safe
19508,1,0,0,30,0.9,0.09,1.0,350000.0,105196.038981201,0.4,0.0,0,Safe
19509,1,0,0,30,0.9,0.1,1.0,350000.0,105150.08194368987,0.4,0.0,0,Safe
19510,1,0,0,30,0.9,0.11,1.0,350000.0,105163.41038238161,0.4,0.0,0,Safe
19511,1,0,0,30,0.9,0.12,1.0,350000.0,105171.08669320054,0.4,0.0,0,Safe
19512,1,0,0,30,0.9,0.13,1.0,350000.0,105169.56163280673,0.4,0.0,0,Safe
19513,1,0,0,30,0.9,0.14,1.0,350000.0,105137.50019708282,0.4,0.0,0,Safe
19514,1,0,0,30,0.9,0.15,1.0,350000.0,105192.52089001646,0.4,0.0,0,Safe
19515,1,0,0,30,0.925,0.05,1.0,350000.0,105181.60716191113,0.4,0.0,0,Safe
19516,1,0,0,30,0.925,0.06,1.0,350000.0,105159.09011069489,0.4,0.0,0,Safe
19517,1,0,0,30,0.925,0.07,1.0,350000.0,105178.07807698841,0.4,0.0,0,Safe
19518,1,0,0,30,0.925,0.08,1.0,350000.0,105149.86054627899,0.4,0.0,0,Safe
19519,1,0,0,30,0.925,0.09,1.0,350000.0,105164.57890938493,0.4,0.0,0,Safe
19520,1,0,0,30,0.925,0.1,1.0,350000.0,105160.16631648377,0.4,0.0,0,Safe
19521,1,0,0,30,0.925,0.11,1.0,350000.0,105179.08316217088,0.4,0.0,0,Safe
19522,1,0,0,30,0.925,0.12,1.0,350000.0,105170.19444836488,0.4,0.0,0,Safe
19523,1,0,0,30,0.925,0.13,1.0,350000.0,105183.12150465847,0.4,0.0,0,Safe
19524,1,0,0,30,0.925,0.14,1.0,350000.0,105166.38446094321,0.4,0.0,0,Safe
19525,1,0,0,30,0.925,0.15,1.0,350000.0,105169.18751298645,0.4,0.0,0,Safe
19526,1,0,0,30,0.95,0.05,1.0,350000.0,105171.91656697648,0.4,0.0,0,Safe
19527,1,0,0,30,0.95,0.06,1.0,350000.0,105156.1236201176,0.4,0.0,0,Safe
19528,1,0,0,30,0.95,0.07,1.0,350000.0,105168.50273559177,0.4,0.0,0,Safe
19529,1,0,0,30,0.95,0.08,1.0,350000.0,105164.5175179999,0.4,0.0,0,Safe
19530,1,0,0,30,0.95,0.09,1.0,350000.0,105175.17360207865,0.4,0.0,0,Safe
19531,1,0,0,30,0.95,0.1,1.0,350000.0,105166.82037031415,0.4,0.0,0,Safe
19532,1,0,0,30,0.95,0.11,1.0,350000.0,105191.70065838672,0.4,0.0,0,Safe
19533,1,0,0,30,0.95,0.12,1.0,350000.0,105170.39878527845,0.4,0.0,0,Safe
19534,1,0,0,30,0.95,0.13,1.0,350000.0,105204.20469765588,0.4,0.0,0,Safe
19535,1,0,0,30,0.95,0.14,1.0,350000.0,105174.64183660998,0.4,0.0,0,Safe
19536,1,0,0,30,0.95,0.15,1.0,350000.0,105192.89241833608,0.4,0.0,0,Safe
19537,1,0,0,30,0.975,0.05,1.0,350000.0,105175.94073995105,0.4,0.0,0,Safe
19538,1,0,0,30,0.975,0.06,1.0,350000.0,105166.03168714614,0.4,0.0,0,Safe
19539,1,0,0,30,0.975,0.07,1.0,350000.0,105184.3856381189,0.4,0.0,0,Safe
19540,1,0,0,30,0.975,0.08,1.0,350000.0,105169.73887197391,0.4,0.0,0,Safe
19541,1,0,0,30,0.975,0.09,1.0,350000.0,105185.60337967142,0.4,0.0,0,Safe
19542,1,0,0,30,0.975,0.1,1.0,350000.0,105175.3101457956,0.4,0.0,0,Safe
19543,1,0,0,30,0.975,0.11,1.0,350000.0,105160.42093500687,0.4,0.0,0,Safe
19544,1,0,0,30,0.975,0.12,1.0,350000.0,105175.90144207404,0.4,0.0,0,Safe
19545,1,0,0,30,0.975,0.13,1.0,350000.0,105164.89642375962,0.4,0.0,0,Safe
19546,1,0,0,30,0.975,0.14,1.0,350000.0,105177.02128328262,0.4,0.0,0,Safe
19547,1,0,0,30,0.975,0.15,1.0,350000.0,105187.52366383346,0.4,0.0,0,Safe
19548,1,0,0,30,1.0,0.05,1.0,350000.0,105183.52692966147,0.4,0.0,0,Safe
19549,1,0,0,30,1.0,0.06,1.0,350000.0,105176.3486421476,0.4,0.0,0,Safe
19550,1,0,0,30,1.0,0.07,1.0,350000.0,105169.69850417125,0.4,0.0,0,Safe
19551,1,0,0,30,1.0,0.08,1.0,350000.0,105151.9381854542,0.4,0.0,0,Safe
19552,1,0,0,30,1.0,0.09,1.0,350000.0,105163.08748582566,0.4,0.0,0,Safe
19553,1,0,0,30,1.0,0.1,1.0,350000.0,105199.65849203123,0.4,0.0,0,Safe
19554,1,0,0,30,1.0,0.11,1.0,350000.0,105162.67976587923,0.4,0.0,0,Safe
19555,1,0,0,30,1.0,0.12,1.0,350000.0,105166.03196286265,0.4,0.0,0,Safe
19556,1,0,0,30,1.0,0.13,1.0,350000.0,105193.05021505328,0.4,0.0,0,Safe
19557,1,0,0,30,1.0,0.14,1.0,350000.0,105184.59130307342,0.4,0.0,0,Safe
19558,1,0,0,30,1.0,0.15,1.0,350000.0,105198.28231563194,0.4,0.0,0,Safe
19559,1,0,0,30,1.025,0.05,1.0,350000.0,105162.82387067468,0.4,0.0,0,Safe
19560,1,0,0,30,1.025,0.06,1.0,350000.0,105198.05422465786,0.4,0.0,0,Safe
19561,1,0,0,30,1.025,0.07,1.0,350000.0,105187.03546790266,0.4,0.0,0,Safe
19562,1,0,0,30,1.025,0.08,1.0,350000.0,105185.72980994909,0.4,0.0,0,Safe
19563,1,0,0,30,1.025,0.09,1.0,350000.0,105167.61170586971,0.4,0.0,0,Safe
19564,1,0,0,30,1.025,0.1,1.0,350000.0,105159.27727008155,0.4,0.0,0,Safe
19565,1,0,0,30,1.025,0.11,1.0,350000.0,105203.5090002606,0.4,0.0,0,Safe
19566,1,0,0,30,1.025,0.12,1.0,350000.0,105183.50681703255,0.4,0.0,0,Safe
19567,1,0,0,30,1.025,0.13,1.0,350000.0,105169.909814439,0.4,0.0,0,Safe
19568,1,0,0,30,1.025,0.14,1.0,350000.0,105164.15649844783,0.4,0.0,0,Safe
19569,1,0,0,30,1.025,0.15,1.0,350000.0,105185.72040174433,0.4,0.0,0,Safe
19570,1,0,0,30,1.05,0.05,1.0,350000.0,105186.89610450478,0.4,0.0,0,Safe
19571,1,0,0,30,1.05,0.06,1.0,350000.0,105204.56870342919,0.4,0.0,0,Safe
19572,1,0,0,30,1.05,0.07,1.0,350000.0,105163.90536081538,0.4,0.0,0,Safe
19573,1,0,0,30,1.05,0.08,1.0,350000.0,105191.45940070091,0.4,0.0,0,Safe
19574,1,0,0,30,1.05,0.09,1.0,350000.0,105182.13855806884,0.4,0.0,0,Safe
19575,1,0,0,30,1.05,0.1,1.0,350000.0,105184.61509633483,0.4,0.0,0,Safe
19576,1,0,0,30,1.05,0.11,1.0,350000.0,105175.04408617722,0.4,0.0,0,Safe
19577,1,0,0,30,1.05,0.12,1.0,350000.0,105191.42868027408,0.4,0.0,0,Safe
19578,1,0,0,30,1.05,0.13,1.0,350000.0,105182.31475590443,0.4,0.0,0,Safe
19579,1,0,0,30,1.05,0.14,1.0,350000.0,105169.59479331264,0.4,0.0,0,Safe
19580,1,0,0,30,1.05,0.15,1.0,350000.0,105183.64855780714,0.4,0.0,0,Safe
19581,1,0,0,30,1.075,0.05,1.0,350000.0,105196.76457278985,0.4,0.0,0,Safe
19582,1,0,0,30,1.075,0.06,1.0,350000.0,105215.26765517918,0.4,0.0,0,Safe
19583,1,0,0,30,1.075,0.07,1.0,350000.0,105174.9434098742,0.4,0.0,0,Safe
19584,1,0,0,30,1.075,0.08,1.0,350000.0,105182.90499865588,0.4,0.0,0,Safe
19585,1,0,0,30,1.075,0.09,1.0,350000.0,105180.33681195334,0.4,0.0,0,Safe
19586,1,0,0,30,1.075,0.1,1.0,350000.0,105199.50470249627,0.4,0.0,0,Safe
19587,1,0,0,30,1.075,0.11,1.0,350000.0,105179.11809762918,0.4,0.0,0,Safe
19588,1,0,0,30,1.075,0.12,1.0,350000.0,105200.87076721861,0.4,0.0,0,Safe
19589,1,0,0,30,1.075,0.13,1.0,350000.0,105192.60945579706,0.4,0.0,0,Safe
19590,1,0,0,30,1.075,0.14,1.0,350000.0,105196.80139816743,0.4,0.0,0,Safe
19591,1,0,0,30,1.075,0.15,1.0,350000.0,105189.06367332474,0.4,0.0,0,Safe
19592,1,0,0,30,1.1,0.05,1.0,350000.0,105190.71501987193,0.4,0.0,0,Safe
19593,1,0,0,30,1.1,0.06,1.0,350000.0,105212.16059418705,0.4,0.0,0,Safe
19594,1,0,0,30,1.1,0.07,1.0,350000.0,105180.82468390552,0.4,0.0,0,Safe
19595,1,0,0,30,1.1,0.08,1.0,350000.0,105182.64339330919,0.4,0.0,0,Safe
19596,1,0,0,30,1.1,0.09,1.0,350000.0,105195.12403819192,0.4,0.0,0,Safe
19597,1,0,0,30,1.1,0.1,1.0,350000.0,105198.62032292587,0.4,0.0,0,Safe
19598,1,0,0,30,1.1,0.11,1.0,350000.0,105206.43984395714,0.4,0.0,0,Safe
19599,1,0,0,30,1.1,0.12,1.0,350000.0,105174.43680476812,0.4,0.0,0,Safe
19600,1,0,0,30,1.1,0.13,1.0,350000.0,105171.1915828755,0.4,0.0,0,Safe
19601,1,0,0,30,1.1,0.14,1.0,350000.0,105182.48829822517,0.4,0.0,0,Safe
19602,1,0,0,30,1.1,0.15,1.0,350000.0,105173.00646355186,0.4,0.0,0,Safe
19603,1,0,0,30,0.9,0.05,0.95,400000.0,120179.45589044214,0.4,0.0,1,Risk of Crack
19604,1,0,0,30,0.9,0.06,0.95,400000.0,120171.2381201039,0.4,0.0,1,Risk of Crack
19605,1,0,0,30,0.9,0.07,0.95,400000.0,120176.38531505458,0.4,0.0,1,Risk of Crack
19606,1,0,0,30,0.9,0.08,0.95,400000.0,120174.52685368183,0.4,0.0,1,Risk of Crack
19607,1,0,0,30,0.9,0.09,0.95,400000.0,120157.38134226926,0.4,0.0,1,Risk of Crack
19608,1,0,0,30,0.9,0.1,0.95,400000.0,120176.50987736853,0.4,0.0,1,Risk of Crack
19609,1,0,0,30,0.9,0.11,0.95,400000.0,120189.48586640685,0.4,0.0,1,Risk of Crack
19610,1,0,0,30,0.9,0.12,0.95,400000.0,120179.12289817314,0.4,0.0,1,Risk of Crack
19611,1,0,0,30,0.9,0.13,0.95,400000.0,120191.3914054673,0.4,0.0,1,Risk of Crack
19612,1,0,0,30,0.9,0.14,0.95,400000.0,120167.53309471661,0.4,0.0,1,Risk of Crack
19613,1,0,0,30,0.9,0.15,0.95,400000.0,120183.41032966328,0.4,0.0,1,Risk of Crack
19614,1,0,0,30,0.925,0.05,0.95,400000.0,120182.82372853809,0.4,0.0,1,Risk of Crack
19615,1,0,0,30,0.925,0.06,0.95,400000.0,120185.34556212687,0.4,0.0,1,Risk of Crack
19616,1,0,0,30,0.925,0.07,0.95,400000.0,120172.85272282311,0.4,0.0,1,Risk of Crack
19617,1,0,0,30,0.925,0.08,0.95,400000.0,120197.12682615373,0.4,0.0,1,Risk of Crack
19618,1,0,0,30,0.925,0.09,0.95,400000.0,120175.76937564755,0.4,0.0,1,Risk of Crack
19619,1,0,0,30,0.925,0.1,0.95,400000.0,120166.67799395393,0.4,0.0,1,Risk of Crack
19620,1,0,0,30,0.925,0.11,0.95,400000.0,120165.61492083124,0.4,0.0,1,Risk of Crack
19621,1,0,0,30,0.925,0.12,0.95,400000.0,120187.83395267198,0.4,0.0,1,Risk of Crack
19622,1,0,0,30,0.925,0.13,0.95,400000.0,120180.53323789165,0.4,0.0,1,Risk of Crack
19623,1,0,0,30,0.925,0.14,0.95,400000.0,120181.01808755616,0.4,0.0,1,Risk of Crack
19624,1,0,0,30,0.925,0.15,0.95,400000.0,120193.85957962256,0.4,0.0,1,Risk of Crack
19625,1,0,0,30,0.95,0.05,0.95,400000.0,120168.33687037203,0.4,0.0,1,Risk of Crack
19626,1,0,0,30,0.95,0.06,0.95,400000.0,120207.56521125637,0.4,0.0,1,Risk of Crack
19627,1,0,0,30,0.95,0.07,0.95,400000.0,120198.06187703923,0.4,0.0,1,Risk of Crack
19628,1,0,0,30,0.95,0.08,0.95,400000.0,120176.42797572353,0.4,0.0,1,Risk of Crack
19629,1,0,0,30,0.95,0.09,0.95,400000.0,120185.10232080509,0.4,0.0,1,Risk of Crack
19630,1,0,0,30,0.95,0.1,0.95,400000.0,120217.9735062108,0.4,0.0,1,Risk of Crack
19631,1,0,0,30,0.95,0.11,0.95,400000.0,120185.87489487052,0.4,0.0,1,Risk of Crack
19632,1,0,0,30,0.95,0.12,0.95,400000.0,120178.90068223655,0.4,0.0,1,Risk of Crack
19633,1,0,0,30,0.95,0.13,0.95,400000.0,120161.85693857126,0.4,0.0,1,Risk of Crack
19634,1,0,0,30,0.95,0.14,0.95,400000.0,120153.51601587063,0.4,0.0,1,Risk of Crack
19635,1,0,0,30,0.95,0.15,0.95,400000.0,120172.37133767294,0.4,0.0,1,Risk of Crack
19636,1,0,0,30,0.975,0.05,0.95,400000.0,120170.65252329448,0.4,0.0,1,Risk of Crack
19637,1,0,0,30,0.975,0.06,0.95,400000.0,120198.39328238294,0.4,0.0,1,Risk of Crack
19638,1,0,0,30,0.975,0.07,0.95,400000.0,120189.11438662441,0.4,0.0,1,Risk of Crack
19639,1,0,0,30,0.975,0.08,0.95,400000.0,120190.4532761692,0.4,0.0,1,Risk of Crack
19640,1,0,0,30,0.975,0.09,0.95,400000.0,120171.35801615242,0.4,0.0,1,Risk of Crack
19641,1,0,0,30,0.975,0.1,0.95,400000.0,120182.83050217654,0.4,0.0,1,Risk of Crack
19642,1,0,0,30,0.975,0.11,0.95,400000.0,120184.60737373478,0.4,0.0,1,Risk of Crack
19643,1,0,0,30,0.975,0.12,0.95,400000.0,120189.39626598434,0.4,0.0,1,Risk of Crack
19644,1,0,0,30,0.975,0.13,0.95,400000.0,120190.60069938598,0.4,0.0,1,Risk of Crack
19645,1,0,0,30,0.975,0.14,0.95,400000.0,120193.7324485964,0.4,0.0,1,Risk of Crack
19646,1,0,0,30,0.975,0.15,0.95,400000.0,120181.38675030677,0.4,0.0,1,Risk of Crack
19647,1,0,0,30,1.0,0.05,0.95,400000.0,120174.3469705287,0.4,0.0,1,Risk of Crack
19648,1,0,0,30,1.0,0.06,0.95,400000.0,120184.57920109775,0.4,0.0,1,Risk of Crack
19649,1,0,0,30,1.0,0.07,0.95,400000.0,120167.8426364409,0.4,0.0,1,Risk of Crack
19650,1,0,0,30,1.0,0.08,0.95,400000.0,120177.5905560627,0.4,0.0,1,Risk of Crack
19651,1,0,0,30,1.0,0.09,0.95,400000.0,120179.49486084575,0.4,0.0,1,Risk of Crack
